"","ID","Uni","Full_Part","PTY","Current_Year","Course_Duration","Course_Name","Previous_Training","Gender","UKRN","timepoint","Knowledge_Replication","Knowledge_Materials","Knowledge_Education","Knowledge_Access","Knowledge_Data","Knowledge_Power","Knowledge_Preregistration","Knowledge_Preprint","Knowledge_Score_Total","Knowledge_Score_Mean","crisis_aware","crisis_learnt","crisis_explain","os_explain","os_learnt","Knowledge_Completed"
"487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489",503,"UKRN03","Full-time","No","Year 1","3","BA Hons Psychology and Linguistics","Yes","Female","UKRN",1,4,2,3,0,1,3,3,2,18,18,1,1,0,0,0,1
"490",504,"UKRN03","Full-time","No","Year 1","3","Psychology BSc Hons","Yes","Female","UKRN",1,3,3,3,0,0,3,1,1,14,14,1,0,1,1,0,1
"491",505,"UKRN03","Full-time","No","Year 1","3","Psychology","No","Male","UKRN",1,4,3,3,4,4,3,2,3,26,26,1,1,1,0,0,1
"492",506,"UKRN03","Full-time","No","Final Year","4","Psychology MPsych","Yes","Male","UKRN",1,3,4,4,4,1,4,3,3,26,26,1,1,1,0,0,1
"493",507,"UKRN03","Full-time","No","Year 2","3","BSc Hons Psychology Full Time","Yes","Female","UKRN",1,3,4,4,3,1,2,4,4,25,25,1,1,1,1,1,1
"494",508,"UNI21","Full-time","Yes","Year 1","3","psychology","No","female","Non-UKRN",1,3,2,4,1,2,3,3,2,20,20,1,1,0,0,0,1
"495",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497",511,"UNI25","Full-time","No","Final Year","3","Psychology BSc Hons","Yes","Female","Non-UKRN",1,3,3,2,2,1,1,3,3,18,18,1,1,0,0,0,1
"498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499",513,"UNI21","Full-time","No","Year 1","3","BSc Psychology","Yes","Female","Non-UKRN",1,3,3,3,1,0,3,3,3,19,19,1,1,1,0,0,1
"500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501",516,"UNI50","Full-time","No","Final Year","3","BsC Psychology (Hons)","Yes","Female","Non-UKRN",1,3,2,3,1,1,3,3,3,19,19,1,0,0,0,0,1
"502",517,"UNI50","Full-time","No","Final Year","3","Psychology with forensic psychology ","Yes","Female","Non-UKRN",1,1,3,1,1,0,1,4,3,14,14,1,1,0,0,0,1
"503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504",519,"UNI50","Full-time","No","Year 2","3","Psychology","Yes","Female","Non-UKRN",1,4,3,3,4,1,3,4,3,25,25,1,1,1,0,0,1
"505",520,"UNI50","Full-time","No","Final Year","3","Psychology","Yes","Female ","Non-UKRN",1,3,3,3,1,1,1,2,1,15,15,1,1,0,1,1,1
"506",521,"UNI50","Full-time","No","Final Year","3","Psychology BSc","Yes","Female","Non-UKRN",1,1,2,3,1,2,1,3,2,15,15,1,1,0,0,0,1
"507",522,"UNI50","Full-time","No","Final Year","3","Psychology with clinical","Yes","Male","Non-UKRN",1,4,4,4,3,0,2,1,3,21,21,1,1,1,0,1,1
"508",523,"UNI50","Full-time","No","Year 2","3","Psychology BSc","Yes","Female","Non-UKRN",1,3,3,3,1,1,3,3,3,20,20,1,0,0,0,0,1
"509",524,"UNI50","Full-time","No","Year 2","3","Psychology ","Yes","Female ","Non-UKRN",1,4,3,3,1,1,2,3,2,19,19,1,0,0,0,0,1
"510",525,"UNI50","Full-time","No","Final Year","3","BSc Psychology","Yes","Female","Non-UKRN",1,3,3,4,4,1,3,3,3,24,24,1,1,0,0,1,1
"511",526,"UNI50","Full-time","No","Year 2","3","Psychology ","Yes","Female","Non-UKRN",1,3,3,1,2,2,1,3,3,18,18,1,1,1,0,0,1
"512",527,"UNI50","Full-time","No","Year 2","3","Psychology","Yes","Female","Non-UKRN",1,3,3,3,1,0,3,3,3,19,19,1,1,0,1,0,1
"513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514",529,"UNI50","Full-time","No","Final Year","3","Psychology with Forensic Psychology ","Yes","Female","Non-UKRN",1,3,3,4,3,1,2,3,1,20,20,1,1,0,1,1,1
"515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518",533,"UNI50","Full-time","No","Year 2","3","Psychology ","Yes","Female ","Non-UKRN",1,3,2,3,3,0,1,3,2,17,17,1,1,0,0,0,1
"519",534,"UNI50","Full-time","No","Final Year","3","BSc Hons Psychology","Yes","Female","Non-UKRN",1,4,1,4,2,1,2,3,3,20,20,1,1,1,1,0,1
"520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521",536,"UNI50","Full-time","No","Year 2","3","Psychology ","Yes","Female","Non-UKRN",1,3,3,2,1,0,1,3,2,15,15,1,1,0,0,0,1
"522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525",540,"UNI50","Full-time","No","Year 2","3","Psychology ","Yes","Female ","Non-UKRN",1,3,3,4,2,1,3,1,2,19,19,1,1,0,0,0,1
"526",541,"UNI50","Full-time","No","Final Year","3","BSc (Hons) Psychology","Yes","Female ","Non-UKRN",1,3,2,4,3,1,3,3,2,21,21,1,1,1,1,1,1
"527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528",543,"UNI50","Full-time","No","Year 2","3","Psychology ","Yes","Female","Non-UKRN",1,3,3,0,1,3,2,3,1,16,16,1,0,0,0,0,1
"529",544,"UKRN03","Full-time","No","Year 1","3","Psychology and Linguistics","Yes","Female","UKRN",1,4,3,2,2,1,3,4,3,22,22,1,1,1,1,0,1
"530",545,"UNI50","Full-time","No","Year 2","3","Psychology BSc","Yes","Female","Non-UKRN",1,3,3,2,0,1,2,3,3,17,17,1,0,1,0,0,1
"531",546,"UNI50","Full-time","No","Final Year","3","Psychology ","Yes","Female","Non-UKRN",1,3,3,3,1,1,1,1,1,14,14,1,0,1,1,1,1
"532",547,"UKRN05","Full-time","No","Year 1","3","Psychology (BSc)","Yes","Female","UKRN",1,3,3,4,0,0,3,2,0,15,15,1,1,1,0,0,1
"533",548,"UKRN03","Full-time","No","Year 1","3","BA Hons Psychology and Management ","Yes","Female","UKRN",1,4,4,0,0,1,3,2,4,18,18,1,0,0,1,0,1
"534",549,"UNI50","Full-time","No","Year 2","3","BSc Psychology ","Yes","Female","Non-UKRN",1,4,4,3,3,0,2,4,2,22,22,1,1,1,1,1,1
"535",550,"UNI50","Full-time","Yes","Year 2","3","Psychology","Yes","Female ","Non-UKRN",1,3,2,2,2,2,2,4,2,19,19,1,1,1,0,0,1
"536",551,"UNI50","Full-time","No","Year 2","3","Psychology BSc","Yes","Male","Non-UKRN",1,4,4,4,3,1,3,2,4,25,25,1,1,0,1,0,1
"537",552,"UNI50","Full-time","Yes","Placement Year","4","Psychology with Clinical Psychology with Study Abroad","No","male","Non-UKRN",1,4,3,4,4,1,3,3,3,25,25,1,1,0,1,1,1
"538",554,"UNI21","Full-time","No","Final Year","3","Psychology ","No","Female ","Non-UKRN",1,3,3,1,1,0,1,3,3,15,15,1,1,1,0,0,1
"539",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540",556,"UNI21","Full-time","No","Year 1","3","psychology","No","female","Non-UKRN",1,3,1,4,1,0,0,2,1,12,12,1,1,0,0,0,1
"541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543",559,"UNI50","Full-time","No","Final Year","3","BSc Psychology ","Yes","Female","Non-UKRN",1,3,3,3,1,4,1,1,3,19,19,1,1,0,0,0,1
"544",560,"UNI24","Full-time","No","Year 2","3","BSc Psychology","No","Female","Non-UKRN",1,3,3,3,3,2,3,3,3,23,23,1,1,0,0,0,1
"545",561,"UNI50","Full-time","No","Year 2","3","Psychology","Yes","Female ","Non-UKRN",1,3,3,3,4,1,3,4,0,21,21,1,1,1,0,0,1
"546",562,"UNI50","Full-time","No","Final Year","3","Psychology","Yes","Female","Non-UKRN",1,3,3,3,1,2,3,3,2,20,20,1,1,1,0,0,1
"547",563,"UNI50","Full-time","No","Year 2","3","Psychology ","Yes","Female","Non-UKRN",1,3,1,3,2,1,3,3,1,17,17,1,1,0,0,0,1
"548",564,"UNI21","Full-time","Other (Please specify)","Year 1","3","Psychology ","Yes","Female ","Non-UKRN",1,3,3,2,3,1,2,3,2,19,19,1,1,0,0,0,1
"549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550",566,"UNI50","Full-time","No","Final Year","3","psychology ","Yes","Female","Non-UKRN",1,3,2,3,1,1,1,3,2,16,16,1,0,1,0,0,1
"551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554",570,"UNI21","Full-time","No","Year 2","3","Psychology","No","Female","Non-UKRN",1,3,4,3,2,1,3,1,3,20,20,1,1,1,0,0,1
"555",571,"UKRN03","Full-time","No","Final Year","3","BSc Psychology","Yes","Female","UKRN",1,3,2,3,3,0,1,3,3,18,18,1,1,0,1,1,1
"556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558",575,"UNI50","Full-time","No","Year 1","3","Bsc psychology","Yes","Female ","Non-UKRN",1,4,4,2,1,0,2,3,4,20,20,1,0,0,0,0,1
"559",578,"UKRN03","Full-time","No","Year 2","4","MPsych Psychology ","Yes","Female ","UKRN",1,3,3,4,4,1,4,3,3,25,25,1,1,1,0,1,1
"560",579,"UNI25","Full-time","Other (Please specify)","Year 1","3","Psychology","No","Female","Non-UKRN",1,3,1,2,1,1,2,2,2,14,14,1,1,0,1,0,1
"561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565",598,"UNI50","Full-time","Other (Please specify)","Placement Year","4","Psychology BSc","Yes","Female","Non-UKRN",1,4,4,4,1,1,3,3,2,22,22,1,1,1,0,0,1
"566",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567",600,"UNI50","Full-time","No","Final Year","3","Psychology with Forensic Psychology","Yes","Female","Non-UKRN",1,4,4,4,1,0,1,1,4,19,19,1,1,0,1,0,1
"568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570",603,"UNI50","Full-time","No","Year 1","3","Psychology BSc (Hons)","Yes","female","Non-UKRN",1,4,3,1,1,0,0,3,3,15,15,1,0,0,0,0,1
"571",604,"UNI50","Full-time","No","Year 2","3","Psychology with forensics psychology ","Yes","Female ","Non-UKRN",1,4,4,3,2,1,1,4,4,23,23,1,1,0,0,0,1
"572",605,"UNI50","Full-time","No","Final Year","3","Psychology","Yes","Female","Non-UKRN",1,3,3,4,3,2,1,4,4,24,24,1,1,1,0,0,1
"573",606,"UNI50","Full-time","No","Year 1","3","Psychology ","No","Female","Non-UKRN",1,4,3,1,3,1,1,4,3,20,20,1,0,1,1,0,1
"574",607,"UNI50","Full-time","No","Final Year","3","BSc Psychology (Hons)","No","Nonbinary","Non-UKRN",1,4,4,4,3,0,4,4,3,26,26,1,1,0,0,0,1
"575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576",610,"UNI50","Full-time","No","Year 2","3","Psychology ","Yes","Male","Non-UKRN",1,4,4,4,2,1,4,3,3,25,25,1,1,1,1,0,1
"577",611,"UNI50","Full-time","No","Year 2","3","Psychology with clinical psychology","Yes","","Non-UKRN",1,3,3,4,1,3,1,3,1,19,19,1,0,0,1,0,1
"578",614,"UNI50","Full-time","No","Final Year","3","BSc Psychology with Forensic Psychology","Yes","Female","Non-UKRN",1,4,4,3,3,1,4,2,4,25,25,1,1,0,1,0,1
"579",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583",624,"UNI50","Full-time","No","Year 2","3","BSc Psychology","Yes","Female","Non-UKRN",1,3,3,3,2,1,3,3,3,21,21,1,1,1,0,0,1
"584",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586",628,"UNI50","Full-time","No","Final Year","3","BSc (Hons) Psychology","Yes","Female","Non-UKRN",1,4,4,4,4,1,3,3,3,26,26,1,1,1,1,1,1
"587",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588",630,"UKRN04","Full-time","No","Final Year","3","Psychology ","Yes","Female ","UKRN",1,4,2,3,2,2,3,2,3,21,21,1,1,1,0,0,1
"589",631,"UKRN04","Full-time","No","Year 2","3","Psychology","Yes","Male","UKRN",1,3,3,2,2,0,0,3,2,15,15,1,1,0,1,1,1
"590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591",633,"UKRN03","Full-time","No","Year 1","3","Psychology and Linguistics","Yes","Female","UKRN",1,1,3,3,1,0,3,3,3,17,17,1,1,1,0,0,1
"592",634,"UKRN04","Full-time","No","Year 2","3","Psychology","Yes","Female","UKRN",1,0,2,4,4,1,3,4,3,21,21,1,1,1,1,1,1
"593",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599",641,"UKRN07","Full-time","Yes","Final Year","4","BSc Psychology","Yes","Female","UKRN",1,4,3,3,3,1,3,3,3,23,23,1,1,1,0,0,1
"600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604",647,"UNI21","Full-time","No","Year 1","1","Clinical health psychology ","No","Female ","Non-UKRN",1,4,4,3,1,1,3,2,3,21,21,1,0,0,0,0,1
"605",648,"UKRN02","Full-time","Yes","Year 1","4","BSc (Hons) Psychology","Yes","Female","UKRN",1,3,1,3,3,3,3,4,4,24,24,1,0,0,0,0,1
"606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608",651,"UKRN07","Full-time","Yes","Placement Year","3","BSc Psychology","Yes","Female","UKRN",1,3,1,3,1,1,3,3,3,18,18,1,1,1,0,0,1
"609",652,"UNI19","Full-time","No","Year 1","3","Psyhcology","Yes","Female","Non-UKRN",1,3,2,3,0,0,3,2,3,16,16,1,0,0,0,0,1
"610",653,"UKRN04","Full-time","No","Year 1","3","Psychology","Yes","Female","UKRN",1,3,1,3,2,2,1,3,2,17,17,1,0,0,0,0,1
"611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612",655,"UKRN04","Full-time","No","Final Year","4","Bsc psychology with year abroad","Yes","Femal","UKRN",1,4,4,3,1,0,2,4,4,22,22,1,0,1,0,0,1
"613",656,"UKRN04","Full-time","No","Year 1","3","education and psychology","Yes","female","UKRN",1,3,3,3,3,2,3,3,2,22,22,1,1,1,0,0,1
"614",657,"UKRN04","Full-time","No","Final Year","3","Psychology","Yes","Female","UKRN",1,4,4,3,1,0,2,4,4,22,22,1,1,0,1,1,1
"615",658,"UKRN04","Full-time","No","Year 1","3","Psychology BSc","Yes","Female","UKRN",1,4,3,4,3,0,3,3,3,23,23,1,1,0,1,1,1
"616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617",660,"UKRN04","Full-time","No","Year 1","4","Psychology","Yes","Female","UKRN",1,4,4,4,4,2,3,3,4,28,28,1,1,1,1,1,1
"618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619",662,"UNI22","Full-time","No","Year 2","3","Psychology ","Yes","Male","Non-UKRN",1,3,1,3,1,1,3,3,3,18,18,1,1,1,1,1,1
"620",663,"UKRN04","Full-time","No","Final Year","3","Criminology & Psychology","Yes","female","UKRN",1,3,2,2,2,1,3,3,2,18,18,1,1,0,0,0,1
"621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623",666,"UKRN04","Full-time","No","Final Year","3","Psychology","Yes","Female ","UKRN",1,4,4,4,0,0,2,3,4,21,21,1,0,1,1,1,1
"624",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625",668,"UKRN04","Full-time","No","Final Year","3","Psychology, BSc (Hons)","No","Female ","UKRN",1,3,4,3,3,2,3,3,4,25,25,1,1,1,0,0,1
"626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627",670,"UKRN04","Full-time","No","Year 1","3","BSc (Hons) Psychology","No","Female","UKRN",1,4,4,4,3,1,4,4,3,27,27,1,1,1,1,1,1
"628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629",672,"UKRN04","Full-time","No","Final Year","3","Psychology ","Yes","Male","UKRN",1,3,3,2,1,0,3,3,3,18,18,1,0,0,0,0,1
"630",673,"UKRN04","Full-time","Yes","Year 1","3","Psychology","Yes","female","UKRN",1,4,4,4,3,0,3,4,4,26,26,1,1,1,1,1,1
"631",674,"UKRN04","Full-time","No","Final Year","3","Criminology with Psychology","Yes","Female","UKRN",1,3,3,3,2,2,2,3,3,21,21,1,0,0,0,0,1
"632",675,"UKRN07","Full-time","No","Final Year","4","Art and Psychology","No","Female","UKRN",1,3,3,4,3,3,4,3,4,27,27,1,0,0,0,0,1
"633",676,"UKRN04","Full-time","No","Year 1","3","Psychology Bsc","Yes","Female ","UKRN",1,4,4,2,1,0,2,4,4,21,21,1,1,1,0,0,1
"634",677,"UKRN07","Full-time","No","Year 1","3","BSc Psychology","Yes","Woman","UKRN",1,4,4,4,3,0,4,4,4,27,27,1,0,1,1,0,1
"635",695,"UKRN04","Full-time","Other (Please specify)","Year 1","3","Psychology","No","female","UKRN",1,4,4,0,3,3,4,3,3,24,24,1,1,1,0,1,1
"636",699,"UNI19","Full-time","No","Year 1","3","BSc Psychology ","Yes","Female","Non-UKRN",1,3,3,1,1,1,3,2,1,15,15,1,1,1,0,0,1
"637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638",701,"UKRN04","Full-time","No","Final Year","3","BSc Psychology","Yes","Male","UKRN",1,4,4,4,3,1,1,3,3,23,23,1,1,1,1,1,1
"639",702,"UKRN04","Full-time","No","Year 1","3","Psychology","No","Female ","UKRN",1,1,1,2,3,1,1,2,2,13,13,1,1,0,1,1,1
"640",704,"UNI21","Full-time","No","Year 2","3","Psychology ","Yes","Female","Non-UKRN",1,3,3,3,1,1,0,3,3,17,17,1,1,0,0,0,1
"641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642",707,"UNI20","Full-time","No","Final Year","3","BSc Psychology Hons","Yes","male","Non-UKRN",1,4,3,3,3,3,3,3,3,25,25,1,1,1,1,0,1
"643",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645",710,"UKRN08","Full-time","No","Final Year","3","Psychology with criminology ","No","Male","UKRN",1,4,3,3,4,2,3,4,3,26,26,1,1,1,1,1,1
"646",711,"UKRN08","Full-time","No","Final Year","3","Psychology ","Yes","Female","UKRN",1,3,3,2,3,1,3,4,3,22,22,1,1,1,1,1,1
"647",712,"UKRN08","Full-time","No","Final Year","3","BSc (Hong) Psychology","Yes","Female","UKRN",1,3,3,3,3,0,3,3,2,20,20,1,1,1,1,1,1
"648",714,"UKRN08","Full-time","No","Year 1","3","Psychology ","Yes","Female","UKRN",1,1,1,3,1,1,1,3,2,13,13,1,1,1,0,1,1
"649",715,"UKRN08","Full-time","Yes","Year 2","3","Psychology","Yes","Male","UKRN",1,4,3,2,3,1,0,4,3,20,20,1,1,1,1,1,1
"650",716,"UKRN08","Full-time","Yes","Placement Year","4","BSc Psychology ","Yes","female ","UKRN",1,4,4,4,4,0,4,4,4,28,28,1,1,1,1,1,1
"651",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652",718,"UKRN08","Full-time","Yes","Year 2","3","Psychology ","Yes","F","UKRN",1,4,3,3,2,3,3,3,3,24,24,1,1,1,0,1,1
